instrument,staff,measureNumber,offset,duration,frequency,step,octave
Piano,,101,400.01428571428573,4.0,440.0,A,4
Piano,,102,404.01428571428573,4.0,207.65234878997245,G,3
Piano,,102,404.01428571428573,4.0,261.6255653005985,B,3
Piano,,102,404.01428571428573,4.0,311.1269837220808,D,4
Piano,,102,404.01428571428573,4.0,415.3046975799451,G,4
Piano,,103,408.01428571428573,0.25,0.0,G,4
Piano,,103,410.01428571428573,0.25,277.182630976872,C,4
Piano,,103,410.76428571428573,0.25,277.182630976872,C,4
Piano,,103,411.01428571428573,0.25,329.62755691286986,E,4
Piano,,103,411.26428571428573,0.25,207.65234878997245,G,3
Piano,,103,411.51428571428573,0.25,277.182630976872,C,4
Piano,,103,411.76428571428573,0.25,329.62755691286986,E,4
Piano,,104,412.01428571428573,0.25,415.3046975799451,G,4
Piano,,104,412.26428571428573,0.25,277.182630976872,C,4
Piano,,104,412.51428571428573,0.25,329.62755691286986,E,4
Piano,,104,412.76428571428573,0.25,415.3046975799451,G,4
Piano,,104,413.01428571428573,0.25,554.3652619537443,C,5
Piano,,104,413.26428571428573,0.25,329.62755691286986,E,4
Piano,,104,413.51428571428573,0.25,415.3046975799451,G,4
Piano,,104,413.76428571428573,0.25,554.3652619537443,C,5
Piano,,104,414.01428571428573,0.25,659.2551138257401,E,5
Piano,,104,414.26428571428573,0.25,415.3046975799451,G,4
Piano,,104,414.51428571428573,0.25,554.3652619537443,C,5
Piano,,104,414.76428571428573,0.25,659.2551138257401,E,5
Piano,,104,415.01428571428573,0.5,415.3046975799451,G,4
Piano,,104,415.01428571428573,0.5,554.3652619537443,C,5
Piano,,104,415.01428571428573,0.5,659.2551138257401,E,5
Piano,,104,415.01428571428573,0.5,830.6093951598907,G,5
Piano,,104,415.51428571428573,0.5,415.3046975799451,G,4
Piano,,104,415.51428571428573,0.5,554.3652619537443,C,5
Piano,,104,415.51428571428573,0.5,659.2551138257401,E,5
Piano,,104,415.51428571428573,0.5,830.6093951598907,G,5
Piano,,105,416.01428571428573,0.25,0.0,G,5
Piano,,105,419.01428571428573,0.25,311.1269837220808,D,4
Piano,,105,419.26428571428573,0.25,207.65234878997245,G,3
Piano,,105,419.51428571428573,0.25,261.6255653005985,B,3
Piano,,105,419.76428571428573,0.25,311.1269837220808,D,4
Piano,,106,420.01428571428573,0.25,415.3046975799451,G,4
Piano,,106,420.26428571428573,0.25,261.6255653005985,B,3
Piano,,106,420.51428571428573,0.25,311.1269837220808,D,4
Piano,,106,420.76428571428573,0.25,415.3046975799451,G,4
Piano,,106,421.01428571428573,0.25,523.2511306011974,B,4
Piano,,106,421.26428571428573,0.25,311.1269837220808,D,4
Piano,,106,421.51428571428573,0.25,415.3046975799451,G,4
Piano,,106,421.76428571428573,0.25,523.2511306011974,B,4
Piano,,106,422.01428571428573,0.25,622.253967444162,D,5
Piano,,106,422.26428571428573,0.25,415.3046975799451,G,4
Piano,,106,422.51428571428573,0.25,523.2511306011974,B,4
Piano,,106,422.76428571428573,0.25,622.253967444162,D,5
Piano,,106,423.01428571428573,0.5,415.3046975799451,G,4
Piano,,106,423.01428571428573,0.5,523.2511306011974,B,4
Piano,,106,423.01428571428573,0.5,622.253967444162,D,5
Piano,,106,423.01428571428573,0.5,830.6093951598907,G,5
Piano,,106,423.51428571428573,0.5,415.3046975799451,G,4
Piano,,106,423.51428571428573,0.5,523.2511306011974,B,4
Piano,,106,423.51428571428573,0.5,622.253967444162,D,5
Piano,,106,423.51428571428573,0.5,830.6093951598907,G,5
Piano,,107,424.01428571428573,0.25,0.0,G,5
Piano,,107,426.01428571428573,0.25,349.2282314330038,E,4
Piano,,107,426.26428571428573,0.25,207.65234878997245,G,3
Piano,,107,426.51428571428573,0.25,277.182630976872,C,4
Piano,,107,426.76428571428573,0.25,349.2282314330038,E,4
Piano,,107,427.01428571428573,0.25,415.3046975799451,G,4
Piano,,107,427.26428571428573,0.25,277.182630976872,C,4
Piano,,107,427.51428571428573,0.25,349.2282314330038,E,4
Piano,,107,427.76428571428573,0.25,415.3046975799451,G,4
Piano,,108,428.01428571428573,0.25,554.3652619537443,C,5
Piano,,108,428.26428571428573,0.25,349.2282314330038,E,4
Piano,,108,428.51428571428573,0.25,415.3046975799451,G,4
Piano,,108,428.76428571428573,0.25,554.3652619537443,C,5
Piano,,108,429.01428571428573,0.25,698.456462866008,E,5
Piano,,108,429.26428571428573,0.25,415.3046975799451,G,4
Piano,,108,429.51428571428573,0.25,554.3652619537443,C,5
Piano,,108,429.76428571428573,0.25,698.456462866008,E,5
Piano,,108,430.01428571428573,0.25,830.6093951598907,G,5
Piano,,108,430.26428571428573,0.25,554.3652619537443,C,5
Piano,,108,430.51428571428573,0.25,698.456462866008,E,5
Piano,,108,430.76428571428573,0.25,830.6093951598907,G,5
Piano,,108,431.01428571428573,0.5,554.3652619537443,C,5
Piano,,108,431.01428571428573,0.5,698.456462866008,E,5
Piano,,108,431.01428571428573,0.5,830.6093951598907,G,5
Piano,,108,431.01428571428573,0.5,1108.7305239074892,C,6
Piano,,108,431.51428571428573,0.5,554.3652619537443,C,5
Piano,,108,431.51428571428573,0.5,698.456462866008,E,5
Piano,,108,431.51428571428573,0.5,830.6093951598907,G,5
Piano,,108,431.51428571428573,0.5,1108.7305239074892,C,6
Piano,,109,432.01428571428573,0.25,0.0,C,6
Piano,,109,433.01428571428573,0.25,277.182630976872,C,4
Piano,,109,433.26428571428573,0.25,277.182630976872,C,4
Piano,,109,433.51428571428573,0.25,369.99442271163434,F,4
Piano,,109,433.76428571428573,0.25,440.0,A,4
Piano,,109,434.01428571428573,0.25,554.3652619537443,C,5
Piano,,109,434.26428571428573,0.25,554.3652619537443,C,5
Piano,,109,434.51428571428573,0.25,739.988845423269,F,5
Piano,,109,434.76428571428573,0.25,880.0000000000003,A,5
Piano,,109,435.01428571428573,0.5,554.3652619537443,C,5
Piano,,109,435.01428571428573,0.5,739.988845423269,F,5
Piano,,109,435.01428571428573,0.5,1108.7305239074892,C,6
Piano,,109,435.51428571428573,0.5,554.3652619537443,C,5
Piano,,109,435.51428571428573,0.5,739.988845423269,F,5
Piano,,109,435.51428571428573,0.5,1108.7305239074892,C,6
Piano,,110,436.01428571428573,0.25,0.0,C,6
Piano,,110,437.51428571428573,0.25,329.62755691286986,E,4
Piano,,110,437.76428571428573,0.25,391.99543598174927,F,4
Piano,,110,438.01428571428573,0.25,554.3652619537443,C,5
Piano,,110,438.26428571428573,0.25,554.3652619537443,C,5
Piano,,110,438.51428571428573,0.25,659.2551138257401,E,5
Piano,,110,438.76428571428573,0.25,783.990871963499,F,5
Piano,,110,439.01428571428573,0.5,554.3652619537443,C,5
Piano,,110,439.01428571428573,0.5,783.990871963499,F,5
Piano,,110,439.01428571428573,0.5,1108.7305239074892,C,6
Piano,,110,439.51428571428573,0.5,554.3652619537443,C,5
Piano,,110,439.51428571428573,0.5,783.990871963499,F,5
Piano,,110,439.51428571428573,0.5,1108.7305239074892,C,6
Piano,,111,440.01428571428573,0.5,523.2511306011974,B,4
Piano,,111,440.01428571428573,0.5,830.6093951598907,G,5
Piano,,111,440.01428571428573,0.5,1046.5022612023952,B,5
Piano,,111,440.01428571428573,0.5,0.0,B,5
Piano,,111,440.51428571428573,0.25,415.3046975799451,G,4
Piano,,111,440.76428571428573,0.25,830.6093951598907,G,5
Piano,,111,441.01428571428573,0.25,415.3046975799451,G,4
Piano,,111,441.26428571428573,0.25,830.6093951598907,G,5
Piano,,111,441.51428571428573,0.25,466.1637615180899,A,4
Piano,,111,441.76428571428573,0.25,830.6093951598907,G,5
Piano,,111,442.01428571428573,0.25,523.2511306011974,B,4
Piano,,111,442.26428571428573,0.25,830.6093951598907,G,5
Piano,,111,442.51428571428573,0.25,554.3652619537443,C,5
Piano,,111,442.76428571428573,0.25,830.6093951598907,G,5
Piano,,111,443.01428571428573,0.25,622.253967444162,D,5
Piano,,111,443.26428571428573,0.25,830.6093951598907,G,5
Piano,,111,443.51428571428573,0.25,523.2511306011974,B,4
Piano,,111,443.76428571428573,0.25,830.6093951598907,G,5
Piano,,112,444.01428571428573,0.25,622.253967444162,D,5
Piano,,112,444.01428571428573,0.5,369.99442271163434,F,4
Piano,,112,444.26428571428573,0.25,830.6093951598907,G,5
Piano,,112,444.51428571428573,0.25,554.3652619537443,C,5
Piano,,112,444.51428571428573,0.5,329.62755691286986,E,4
Piano,,112,444.76428571428573,0.25,830.6093951598907,G,5
Piano,,112,445.01428571428573,0.25,739.988845423269,F,5
Piano,,112,445.01428571428573,0.5,440.0,A,4
Piano,,112,445.26428571428573,0.25,830.6093951598907,G,5
Piano,,112,445.51428571428573,0.25,659.2551138257401,E,5
Piano,,112,445.51428571428573,0.5,415.3046975799451,G,4
Piano,,112,445.76428571428573,0.25,830.6093951598907,G,5
Piano,,112,446.01428571428573,0.25,622.253967444162,D,5
Piano,,112,446.01428571428573,0.5,369.99442271163434,F,4
Piano,,112,446.26428571428573,0.25,830.6093951598907,G,5
Piano,,112,446.51428571428573,0.25,554.3652619537443,C,5
Piano,,112,446.51428571428573,0.5,329.62755691286986,E,4
Piano,,112,446.76428571428573,0.25,830.6093951598907,G,5
Piano,,112,447.01428571428573,0.25,523.2511306011974,B,4
Piano,,112,447.01428571428573,0.5,311.1269837220808,D,4
Piano,,112,447.26428571428573,0.25,830.6093951598907,G,5
Piano,,112,447.51428571428573,0.25,440.0,A,4
Piano,,112,447.51428571428573,0.5,277.182630976872,C,4
Piano,,112,447.76428571428573,0.25,783.990871963499,F,5
Piano,,113,448.01428571428573,0.25,415.3046975799451,G,4
Piano,,113,448.01428571428573,0.5,261.6255653005985,B,3
Piano,,113,448.26428571428573,0.25,830.6093951598907,G,5
Piano,,113,448.51428571428573,0.25,415.3046975799451,G,4
Piano,,113,448.51428571428573,0.5,261.6255653005985,B,3
Piano,,113,448.76428571428573,0.25,830.6093951598907,G,5
Piano,,113,449.01428571428573,0.25,415.3046975799451,G,4
Piano,,113,449.01428571428573,0.5,261.6255653005985,B,3
Piano,,113,449.26428571428573,0.25,830.6093951598907,G,5
Piano,,113,449.51428571428573,0.25,466.1637615180899,A,4
Piano,,113,449.51428571428573,0.5,277.182630976872,C,4
Piano,,113,449.76428571428573,0.25,830.6093951598907,G,5
Piano,,113,450.01428571428573,0.25,523.2511306011974,B,4
Piano,,113,450.01428571428573,0.5,311.1269837220808,D,4
Piano,,113,450.26428571428573,0.25,830.6093951598907,G,5
Piano,,113,450.51428571428573,0.25,554.3652619537443,C,5
Piano,,113,450.51428571428573,0.5,329.62755691286986,E,4
Piano,,113,450.76428571428573,0.25,830.6093951598907,G,5
Piano,,113,451.01428571428573,0.25,622.253967444162,D,5
Piano,,113,451.01428571428573,0.5,369.99442271163434,F,4
Piano,,113,451.26428571428573,0.25,830.6093951598907,G,5
Piano,,113,451.51428571428573,0.25,523.2511306011974,B,4
Piano,,113,451.51428571428573,0.5,311.1269837220808,D,4
Piano,,113,451.76428571428573,0.25,830.6093951598907,G,5
Piano,,114,452.01428571428573,0.25,622.253967444162,D,5
Piano,,114,452.01428571428573,0.5,369.99442271163434,F,4
Piano,,114,452.26428571428573,0.25,830.6093951598907,G,5
Piano,,114,452.51428571428573,0.25,554.3652619537443,C,5
Piano,,114,452.51428571428573,0.5,329.62755691286986,E,4
Piano,,114,452.76428571428573,0.25,830.6093951598907,G,5
Piano,,114,453.01428571428573,0.25,739.988845423269,F,5
Piano,,114,453.01428571428573,0.5,440.0,A,4
Piano,,114,453.26428571428573,0.25,830.6093951598907,G,5
Piano,,114,453.51428571428573,0.25,659.2551138257401,E,5
Piano,,114,453.51428571428573,0.5,415.3046975799451,G,4
Piano,,114,453.76428571428573,0.25,830.6093951598907,G,5
Piano,,114,454.01428571428573,0.25,622.253967444162,D,5
Piano,,114,454.01428571428573,0.5,369.99442271163434,F,4
Piano,,114,454.26428571428573,0.25,830.6093951598907,G,5
Piano,,114,454.51428571428573,0.25,554.3652619537443,C,5
Piano,,114,454.51428571428573,0.5,329.62755691286986,E,4
Piano,,114,454.76428571428573,0.25,830.6093951598907,G,5
Piano,,114,455.01428571428573,0.25,523.2511306011974,B,4
Piano,,114,455.01428571428573,0.5,311.1269837220808,D,4
Piano,,114,455.26428571428573,0.25,830.6093951598907,G,5
Piano,,114,455.51428571428573,0.25,440.0,A,4
Piano,,114,455.51428571428573,0.5,277.182630976872,C,4
Piano,,114,455.76428571428573,0.25,783.990871963499,F,5
Piano,,115,456.01428571428573,0.25,415.3046975799451,G,4
Piano,,115,456.26428571428573,0.25,830.6093951598907,G,5
Piano,,115,456.51428571428573,0.25,440.0,A,4
Piano,,115,456.76428571428573,0.25,783.990871963499,F,5
Piano,,115,457.01428571428573,0.25,415.3046975799451,G,4
Piano,,115,457.26428571428573,0.25,830.6093951598907,G,5
Piano,,115,457.51428571428573,0.25,440.0,A,4
Piano,,115,457.76428571428573,0.25,783.990871963499,F,5
Piano,,115,458.01428571428573,0.25,415.3046975799451,G,4
Piano,,115,458.26428571428573,0.25,830.6093951598907,G,5
Piano,,115,458.51428571428573,0.25,440.0,A,4
Piano,,115,458.76428571428573,0.25,783.990871963499,F,5
Piano,,115,459.01428571428573,0.25,415.3046975799451,G,4
Piano,,115,459.26428571428573,0.25,830.6093951598907,G,5
Piano,,115,459.51428571428573,0.25,440.0,A,4
Piano,,115,459.76428571428573,0.25,783.990871963499,F,5
Piano,,116,460.01428571428573,1.0,415.3046975799451,G,4
Piano,,116,460.01428571428573,1.0,830.6093951598907,G,5
Piano,,116,461.01428571428573,3.0,207.65234878997245,G,3
Piano,,117,464.01428571428573,1.0,0.0,G,3
Piano,,117,465.01428571428573,2.0,415.3046975799451,G,4
Piano,,117,467.01428571428573,0.75,329.62755691286986,E,4
Piano,,117,467.76428571428573,0.25,277.182630976872,C,4
Piano,,118,468.01428571428573,0.0,261.6255653005985,B,3
Piano,,118,468.01428571428573,0.0,277.182630976872,C,4
Piano,,118,468.01428571428573,0.0,311.1269837220808,D,4
Piano,,118,468.01428571428573,1.0,277.182630976872,C,4
Piano,,118,469.01428571428573,1.0,261.6255653005985,B,3
Piano,,118,470.01428571428573,0.5,261.6255653005985,B,3
Piano,,118,470.51428571428573,0.5,261.6255653005985,B,3
Piano,,118,471.01428571428573,0.75,415.3046975799451,G,4
Piano,,118,471.76428571428573,0.25,261.6255653005985,B,3
Piano,,119,472.01428571428573,1.0,311.1269837220808,D,4
Piano,,119,473.01428571428573,1.0,277.182630976872,C,4
Piano,,119,474.01428571428573,0.5,277.182630976872,C,4
Piano,,119,474.51428571428573,0.5,277.182630976872,C,4
Piano,,119,475.01428571428573,0.75,415.3046975799451,G,4
Piano,,119,475.76428571428573,0.25,277.182630976872,C,4
Piano,,120,476.01428571428573,1.0,329.62755691286986,E,4
Piano,,120,477.01428571428573,1.0,311.1269837220808,D,4
Piano,,120,478.01428571428573,0.5,311.1269837220808,D,4
Piano,,120,478.51428571428573,0.5,311.1269837220808,D,4
Piano,,120,479.01428571428573,0.75,415.3046975799451,G,4
Piano,,120,479.76428571428573,0.25,311.1269837220808,D,4
Piano,,121,480.01428571428573,0.5,329.62755691286986,E,4
Piano,,121,480.51428571428573,1.0,415.3046975799451,G,4
Piano,,121,480.51428571428573,1.0,830.6093951598907,G,5
Piano,,121,481.51428571428573,0.5,415.3046975799451,G,4
Piano,,121,481.51428571428573,0.5,830.6093951598907,G,5
Piano,,121,482.01428571428573,0.5,415.3046975799451,G,4
Piano,,121,482.01428571428573,0.5,830.6093951598907,G,5
Piano,,121,482.51428571428573,0.5,415.3046975799451,G,4
Piano,,121,482.51428571428573,0.5,830.6093951598907,G,5
Piano,,121,483.01428571428573,0.5,329.62755691286986,E,4
Piano,,121,483.01428571428573,0.5,659.2551138257401,E,5
Piano,,121,483.51428571428573,0.5,277.182630976872,C,4
Piano,,121,483.51428571428573,0.5,554.3652619537443,C,5
Piano,,122,484.01428571428573,0.5,277.182630976872,C,4
Piano,,122,484.01428571428573,0.5,554.3652619537443,C,5
Piano,,122,484.51428571428573,1.0,261.6255653005985,B,3
Piano,,122,484.51428571428573,1.0,523.2511306011974,B,4
Piano,,122,485.51428571428573,0.5,261.6255653005985,B,3
Piano,,122,485.51428571428573,0.5,523.2511306011974,B,4
Piano,,122,486.01428571428573,0.5,261.6255653005985,B,3
Piano,,122,486.01428571428573,0.5,523.2511306011974,B,4
Piano,,122,486.51428571428573,0.5,261.6255653005985,B,3
Piano,,122,486.51428571428573,0.5,523.2511306011974,B,4
Piano,,122,487.01428571428573,0.5,415.3046975799451,G,4
Piano,,122,487.01428571428573,0.5,830.6093951598907,G,5
Piano,,122,487.51428571428573,0.5,261.6255653005985,B,3
Piano,,122,487.51428571428573,0.5,523.2511306011974,B,4
Piano,,123,488.01428571428573,0.5,311.1269837220808,D,4
Piano,,123,488.01428571428573,0.5,622.253967444162,D,5
Piano,,123,488.51428571428573,1.0,277.182630976872,C,4
Piano,,123,488.51428571428573,1.0,554.3652619537443,C,5
Piano,,123,489.51428571428573,0.5,277.182630976872,C,4
Piano,,123,489.51428571428573,0.5,554.3652619537443,C,5
Piano,,123,490.01428571428573,0.5,277.182630976872,C,4
Piano,,123,490.01428571428573,0.5,554.3652619537443,C,5
Piano,,123,490.51428571428573,0.5,277.182630976872,C,4
Piano,,123,490.51428571428573,0.5,554.3652619537443,C,5
Piano,,123,491.01428571428573,0.5,415.3046975799451,G,4
Piano,,123,491.01428571428573,0.5,830.6093951598907,G,5
Piano,,123,491.51428571428573,0.5,277.182630976872,C,4
Piano,,123,491.51428571428573,0.5,554.3652619537443,C,5
Piano,,124,492.01428571428573,0.5,329.62755691286986,E,4
Piano,,124,492.01428571428573,0.5,659.2551138257401,E,5
Piano,,124,492.51428571428573,1.0,311.1269837220808,D,4
Piano,,124,492.51428571428573,1.0,622.253967444162,D,5
Piano,,124,493.51428571428573,0.5,311.1269837220808,D,4
Piano,,124,493.51428571428573,0.5,622.253967444162,D,5
Piano,,124,494.01428571428573,0.5,311.1269837220808,D,4
Piano,,124,494.01428571428573,0.5,622.253967444162,D,5
Piano,,124,494.51428571428573,0.5,311.1269837220808,D,4
Piano,,124,494.51428571428573,0.5,622.253967444162,D,5
Piano,,124,495.01428571428573,0.5,415.3046975799451,G,4
Piano,,124,495.01428571428573,0.5,830.6093951598907,G,5
Piano,,124,495.51428571428573,0.5,311.1269837220808,D,4
Piano,,124,495.51428571428573,0.5,622.253967444162,D,5
Piano,,125,496.01428571428573,2.0,349.2282314330038,E,4
Piano,,125,496.01428571428573,2.0,698.456462866008,E,5
Piano,,125,498.01428571428573,2.0,369.99442271163434,F,4
Piano,,125,498.01428571428573,2.0,739.988845423269,F,5
Piano,,126,500.01428571428573,1.0,311.1269837220808,D,4
Piano,,126,500.01428571428573,1.0,622.253967444162,D,5
Piano,,126,500.01428571428573,17/120,0.0,D,5
Piano,,126,500.01428571428573,1/140,0.0,D,5
Piano,,126,500.1559523809524,1/7,659.2551138257401,E,5
Piano,,126,500.2988095238095,1/7,622.253967444162,D,5
Piano,,126,500.44166666666666,1/7,659.2551138257401,E,5
Piano,,126,500.58452380952383,1/7,622.253967444162,D,5
Piano,,126,500.72738095238094,1/7,554.3652619537443,C,5
Piano,,126,500.8702380952381,1/7,622.253967444162,D,5
Piano,,126,501.01428571428573,3.0,329.62755691286986,E,4
Piano,,126,501.01428571428573,3.0,659.2551138257401,E,5
Piano,,127,504.02142857142854,2.0,277.182630976872,C,4
Piano,,127,504.02142857142854,2.0,554.3652619537443,C,5
Piano,,127,506.02142857142854,2.0,293.66476791740746,D,4
Piano,,127,506.02142857142854,2.0,587.3295358348153,D,5
Piano,,128,508.02142857142854,1.0,261.6255653005985,B,3
Piano,,128,508.02142857142854,1.0,523.2511306011974,B,4
Piano,,128,508.02142857142854,17/120,0.0,B,4
Piano,,128,508.02142857142854,1/140,0.0,B,4
Piano,,128,508.16309523809525,1/7,554.3652619537443,C,5
Piano,,128,508.30595238095236,1/7,523.2511306011974,B,4
Piano,,128,508.44880952380953,1/7,554.3652619537443,C,5
Piano,,128,508.59166666666664,1/7,523.2511306011974,B,4
Piano,,128,508.7345238095238,1/7,466.1637615180899,A,4
Piano,,128,508.877380952381,1/7,523.2511306011974,B,4
Piano,,128,509.02142857142854,3.0,277.182630976872,C,4
Piano,,128,509.02142857142854,3.0,554.3652619537443,C,5
Piano,,129,512.0285714285715,2.0,293.66476791740746,D,4
Piano,,129,512.0285714285715,2.0,369.99442271163434,F,4
Piano,,129,512.0285714285715,2.0,440.0,A,4
Piano,,129,512.0285714285715,2.0,587.3295358348153,D,5
Piano,,129,514.0285714285715,0.25,293.66476791740746,D,4
Piano,,129,514.0285714285715,0.25,369.99442271163434,F,4
Piano,,129,514.0285714285715,0.25,440.0,A,4
Piano,,129,514.0285714285715,0.25,587.3295358348153,D,5
Piano,,129,514.2785714285715,0.25,440.0,A,4
Piano,,129,514.5285714285715,0.25,493.8833012561241,B,4
Piano,,129,514.7785714285715,0.25,554.3652619537443,C,5
Piano,,129,515.0285714285715,0.25,587.3295358348153,D,5
Piano,,129,515.2785714285715,0.25,659.2551138257401,E,5
Piano,,129,515.5285714285715,0.25,739.988845423269,F,5
Piano,,129,515.7785714285715,0.25,659.2551138257401,E,5
Piano,,130,516.0285714285715,0.25,587.3295358348153,D,5
Piano,,130,516.2785714285715,0.25,440.0,A,4
Piano,,130,516.5285714285715,0.25,493.8833012561241,B,4
Piano,,130,516.7785714285715,0.25,554.3652619537443,C,5
Piano,,130,517.0285714285715,0.25,587.3295358348153,D,5
Piano,,130,517.2785714285715,0.25,659.2551138257401,E,5
Piano,,130,517.5285714285715,0.25,739.988845423269,F,5
Piano,,130,517.7785714285715,0.25,659.2551138257401,E,5
Piano,,130,518.0285714285715,0.25,587.3295358348153,D,5
Piano,,130,518.2785714285715,0.25,440.0,A,4
Piano,,130,518.5285714285715,0.25,493.8833012561241,B,4
Piano,,130,518.7785714285715,0.25,554.3652619537443,C,5
Piano,,130,519.0285714285715,0.25,587.3295358348153,D,5
Piano,,130,519.2785714285715,0.25,659.2551138257401,E,5
Piano,,130,519.5285714285715,0.25,739.988845423269,F,5
Piano,,130,519.7785714285715,0.25,659.2551138257401,E,5
Piano,,131,520.0285714285715,0.25,587.3295358348153,D,5
Piano,,131,520.2785714285715,0.25,440.0,A,4
Piano,,131,520.5285714285715,0.25,493.8833012561241,B,4
Piano,,131,520.7785714285715,0.25,554.3652619537443,C,5
Piano,,131,521.0285714285715,0.25,587.3295358348153,D,5
Piano,,131,521.2785714285715,0.25,659.2551138257401,E,5
Piano,,131,521.5285714285715,0.25,739.988845423269,F,5
Piano,,131,521.7785714285715,0.25,783.990871963499,G,5
Piano,,131,522.0285714285715,0.25,880.0000000000003,A,5
Piano,,131,522.2785714285715,0.25,830.6093951598907,G,5
Piano,,131,522.5285714285715,0.25,987.7666025122488,B,5
Piano,,131,522.7785714285715,0.25,880.0000000000003,A,5
Piano,,131,523.0285714285715,0.25,783.990871963499,G,5
Piano,,131,523.2785714285715,0.25,739.988845423269,F,5
Piano,,131,523.5285714285715,0.25,659.2551138257401,E,5
Piano,,131,523.7785714285715,0.25,587.3295358348153,D,5
Piano,,132,524.0285714285715,2.0,554.3652619537443,C,5
Piano,,132,524.0285714285715,32/15,0.0,C,5
Piano,,132,526.0285714285715,2.0,622.253967444162,D,5
Piano,,132,526.1619047619048,2/15,659.2551138257401,E,5
Piano,,132,526.2952380952381,2/15,622.253967444162,D,5
Piano,,132,526.4285714285714,2/15,659.2551138257401,E,5
Piano,,132,526.5619047619048,2/15,622.253967444162,D,5
Piano,,132,526.6952380952381,2/15,659.2551138257401,E,5
Piano,,132,526.8285714285714,2/15,622.253967444162,D,5
Piano,,132,526.9619047619047,2/15,659.2551138257401,E,5
Piano,,132,527.0952380952381,2/15,622.253967444162,D,5
Piano,,132,527.2285714285714,2/15,659.2551138257401,E,5
Piano,,132,527.3619047619047,2/15,622.253967444162,D,5
Piano,,132,527.495238095238,2/15,659.2551138257401,E,5
Piano,,132,527.6285714285714,2/15,622.253967444162,D,5
Piano,,132,527.7619047619048,2/15,554.3652619537443,C,5
Piano,,132,527.8952380952381,2/15,622.253967444162,D,5
Piano,,133,528.0285714285715,1.0,554.3652619537443,C,5
Piano,,133,529.0285714285715,1.0,146.83238395870364,D,3
Piano,,133,529.0285714285715,1.0,184.9972113558171,F,3
Piano,,133,529.0285714285715,1.0,219.9999999999999,A,3
Piano,,133,529.0285714285715,1.0,293.66476791740746,D,4
Piano,,133,530.0285714285715,0.25,146.83238395870364,D,3
Piano,,133,530.0285714285715,0.25,184.9972113558171,F,3
Piano,,133,530.0285714285715,0.25,219.9999999999999,A,3
Piano,,133,530.0285714285715,0.25,293.66476791740746,D,4
Piano,,133,530.2785714285715,0.25,219.9999999999999,A,3
Piano,,133,530.5285714285715,0.25,246.94165062806198,B,3
Piano,,133,530.7785714285715,0.25,277.182630976872,C,4
Piano,,133,531.0285714285715,0.25,293.66476791740746,D,4
Piano,,133,531.2785714285715,0.25,329.62755691286986,E,4
Piano,,133,531.5285714285715,0.25,369.99442271163434,F,4
Piano,,133,531.7785714285715,0.25,329.62755691286986,E,4
Piano,,134,532.0285714285715,0.25,293.66476791740746,D,4
Piano,,134,532.2785714285715,0.25,219.9999999999999,A,3
Piano,,134,532.5285714285715,0.25,246.94165062806198,B,3
Piano,,134,532.7785714285715,0.25,277.182630976872,C,4
Piano,,134,533.0285714285715,0.25,293.66476791740746,D,4
Piano,,134,533.2785714285715,0.25,329.62755691286986,E,4
Piano,,134,533.5285714285715,0.25,369.99442271163434,F,4
Piano,,134,533.7785714285715,0.25,329.62755691286986,E,4
Piano,,134,534.0285714285715,0.25,293.66476791740746,D,4
Piano,,134,534.2785714285715,0.25,219.9999999999999,A,3
Piano,,134,534.5285714285715,0.25,246.94165062806198,B,3
Piano,,134,534.7785714285715,0.25,277.182630976872,C,4
Piano,,134,535.0285714285715,0.25,293.66476791740746,D,4
Piano,,134,535.2785714285715,0.25,329.62755691286986,E,4
Piano,,134,535.5285714285715,0.25,369.99442271163434,F,4
Piano,,134,535.7785714285715,0.25,329.62755691286986,E,4
Piano,,135,536.0285714285715,0.25,293.66476791740746,D,4
Piano,,135,536.2785714285715,0.25,219.9999999999999,A,3
Piano,,135,536.5285714285715,0.25,246.94165062806198,B,3
Piano,,135,536.7785714285715,0.25,277.182630976872,C,4
Piano,,135,537.0285714285715,0.25,293.66476791740746,D,4
Piano,,135,537.2785714285715,0.25,329.62755691286986,E,4
Piano,,135,537.5285714285715,0.25,369.99442271163434,F,4
Piano,,135,537.7785714285715,0.25,391.99543598174927,G,4
Piano,,135,538.0285714285715,0.25,440.0,A,4
Piano,,135,538.2785714285715,0.25,493.8833012561241,B,4
Piano,,135,538.5285714285715,0.25,554.3652619537443,C,5
Piano,,135,538.7785714285715,0.25,587.3295358348153,D,5
Piano,,135,539.0285714285715,0.25,659.2551138257401,E,5
Piano,,135,539.2785714285715,0.25,739.988845423269,F,5
Piano,,135,539.5285714285715,0.25,783.990871963499,G,5
Piano,,135,539.7785714285715,0.25,830.6093951598907,G,5
Piano,,136,540.0285714285715,2.0,440.0,A,4
Piano,,136,540.0285714285715,2.0,880.0000000000003,A,5
Piano,,136,542.0285714285715,2.0,277.182630976872,C,4
Piano,,136,542.0285714285715,2.0,554.3652619537443,C,5
Piano,,137,544.0285714285715,2.0,329.62755691286986,E,4
Piano,,137,544.0285714285715,2.0,659.2551138257401,E,5
Piano,,138,548.5285714285715,0.5,207.65234878997245,G,3
Piano,,138,548.5285714285715,0.5,329.62755691286986,E,4
Piano,,138,549.0285714285715,0.5,207.65234878997245,G,3
Piano,,138,549.0285714285715,0.5,329.62755691286986,E,4
